コード,名称
ディアコミット,
ティーエスワン,
テオドール,
テオフィリン,
テオロング,
デカドロン,
デキサート,
デキサメタゾン,
テグレトール,
デシコビ,
テシプール,
デジレル,
デスラノシド,
テセントリク,
テトラミド,
テネリア,
テノーミン,
デパケン,
デパス,
テビケイ,
テプミトコ,
デプロメール,
デベルザ,
デポ・メドロール,
テモゾロミド,
テモダール,
デュロキセチン,
テラルビシン,
デリタクト,
ドウベイト,
トーリセル,
ドキシル,
ドキソルビシン,
ドグマチール,
ドセタキセル,
トピナ,
トピラマート,
トフラニール,
トポテシン,
トラスツズマブ,
トラゼンタ,
トラゾドン,
トラディアンス,
トリーメク,
トリセノックス,
トリプタノール,
トリラホン,
トリンテリックス,
トルブタミド,
トルリシティ,
トレアキシン,
トレシーバ,
トレドミン,
トレミフェン,
トロペロン,
ナディック,
ナテグリニド,
ナベルビン,
ニトギス,
ニトラゼパム,
ニドラン,
ニューレプチル,
ニュベクオ,
ニンラーロ,
ネオーラル,
ネオシネジンコーワ,
ネオフィリン,
ネクサバール,
ネシーナ,
ネルボン,
ノービア,
ノーベルバール,
ノバミン,
ノバントロン,
ノボラピッド,
ノボリン,
ノリトレン,
ノルバデックス,
パージェタ,
ハーセプチン,
ハーフジゴキシン,
バイアスピリン,
バイエッタ,
ハイカムチン,
ハイドレア,
ハイヤスタ,
パキシル,
パクリタキセル,
バッサミン,
パナルジン,
バファリン,
バベンチオ,
パミドロン,
ハラヴェン,
パラプラチン,
バルネチール,
バルプロ酸,
バレリン,
パロキセチン,
ハロペリドール,
ハロマンス,
ピーゼットシー,
ビーリンサイト,
ピオグリタゾン,
ビカルタミド,
ビクタルビ,
ビクトーザ,
ピシバニール,
ビジンプロ,
ヒスタブロック,
ヒスロン,
ビソノテープ,
ビソプロロール,
ビダーザ,
ヒダントール,
ビデュリオン,
ヒドロキシジンパモ,
ヒドロコルチゾン,
ピノルビン,
ビバンセ,
ピフェルトロ,
ビプレッソ,
ビムパット,
ピメノール,
ヒューマリン,
ヒューマログ,
ヒュミラ,
ビラフトビ,
ビラミューン,
ビリアード,
ピルシカイニド,
ヒルナミン,
ピンドロール,
ファスティック,
ファモター,
ファリーダック,
ファルモルビシン,
フィアスプ,
フィコンパ,
フェアストン,
フェソロデックス,
フェニトイン,
フェノバール,
フェノバルビタール,
フェマーラ,
フエロン,
フォシーガ,
ブコラム,
ブスルフェクス,
フトラフールカ,
ブホルミン,
プラザキサ,
プラデスミン,
プラビックス,
プラリア,
プリジスタ,
プリミドン,
ブリリンタ,
フルオロウラシル,
フルタミド,
フルダラ,
フルツロン,
フルデカシン,
フルボキサミンマレイン,
フルメジン,
ブレオ,
フレカイニド,
プレジコビックス,
プレタール,
プレタール,
ブレディニン,
プレドニゾロン,
プレドニン,
プレドネマ,
ブレビブロック,
ブレヤンジ,
プロカインアミド,
プログラフ,
プロクロルペラジンマレイン,
プロゲストン,
プロスタール,
プロセキソール,
プロタノール,
プロチアデン,
ブロナンセリン,
プロノン,
プロパフェノン,
プロピタン,
プロプラノロール,
ブロムペリドール,
フロリネフ,
ベイスン,
ベージニオ,
ペグイントロン,
ベクティビックス,
ベサノイド,
ベスタチン,
ベスポンサ,
ベタセレミン,
ベタナミン,
ベタメタゾン,
ベネクレクスタ,
ベバシズマブ,
ベプシド,
ベプリコール,
ペプレオ,
ペマジール,
ペメトレキセド,
ペラゾリン,
ベラパミル,
ベルケイド,
ペルサンチン,
ペルフェナジン,
ヘルベッサー,
ベレキシブル,
ペロスピロン,
ベンザリン,
ポートラーザ,
ホーリット,
ボグリボース,
ボシュリフ,
ホストイン,
ポテリジオ,
ポマリスト,
ポライビー,
ホリナート,
ホルダゾール,
マイスタン,
マイトジン,
マイトマイシン,
マイロターグ,
マブキャンパス,
マブリン,
マプロチリン,
マリゼブ,
ミグリトール,
ミケラン,
ミコフェノール酸モフェチル,
ミゾリビン,
ミダフレッサ,
ミチグリニド,
ミノアレ,
ミリプラ,
ミルタザピン,
ミルナシプラン,
ムンデシンカプセル,
メインテート,
メキシチール,
メキシレチン,
メキニスト,
メクトビ,
メソトレキセート,
メタクト,
メチルジゴキシン,
メチルテストステロン,
メチルプレドニゾロン,
メトアナ,
メトグルコ,
メトトレキサート,
メトプロロール,
メトホルミン,
メドロール,
メドロキシプロゲステロン,
モディオダール,
ヤーボイ,
ユーエフティ,
ユーゼル,
ユニコン,
ユニタルク,
ユニツキシン,
ユニフィル,
ヨウリダモール,
ヨウ化ナトリウム,
ヨンデリス,
ライゾデグ,
ラステット,
ラツーダ,
ラニラピッド,
ラバミコム,
ラパリムスゲル,
ラパリムス,
ラミクタール,
ラモトリギン,
ランタス,
ランダ注,
ランドセン,
ランマーク,
リーゼ,
リーマス,
リウマトレックス,
リオベル,
リキスミア,
リクシアナ,
リサイオ,
リスパダール,
リスペリドン,
リスモダン,
リタリン,
リツキサン,
リツキシマブ,
リドカイン静注液,
リドカイン点滴静注液,
リノロサール,
リフレックス,
リベルサス,
リボトリール,
リムパーザ,
リメタゾン,
リュープリン,
リュープロレリン,
リンヴォック,
リンデロン,
リン酸2カリウム,
リン酸ジソピラミド,
ルーラン,
ルジオミール,
ルセフィ,
ルタテラ,
ルピアール,
ルボックス,
ルムジェブ,
レイアタッツ,
レキサルティ,
レクサプロ,
レクシヴァ,
レクタブル,
レスリン,
レダコート,
レトロゾール,
レトロビル,
レナデックス,
レパグリニド,
レブラミドカプセル,
レベミル,
レボトミン,
レボホリナート,
レボメプロマジン,
レミケード,
レミトロ,
レメロン,
レンビマ,
ロイケリン,
ロイコボリン,
ロイスタチン,
ロイナーゼ,
ローブレナ,
ロズリートレク,
ロゼウス,
ロドピン,
ロナセン,
ロプレソール,
ロラピタ,
ロレアス,
ロンサーフ,
ロンステロン,
ワーファリン,
ワコビタール,
ワソラン,
ワルファリン,
ワンタキソテール,
塩酸プロカルバジン,
臭化カリウム,
臭化ナトリウム,
小児用ミケラン,
水溶性ハイドロコートン,
プレドニン,
静注用キシロカイン,
炭酸リチウム,
イホマイド,
エンドキサン,
サイメリン,
ソル・メルコート,
ビンブラスチン,
フィルデシン,
フトラフール,
プレドニゾロン,
メソトレキセート,
レザフィリン,
動注用アイエーコール,
アレビアチン,
硫酸アトロピン,
硫酸マグネシウム,
